"regno","pubchem_cid","name","sys_name","synonyms","exactmass","formula","inchi_key","lm_id","hmdb_id","chebi_id","kegg_id","chemspider_id","metlin_id","bmrb_id","datasource","metacyc_id","abbrev","refmet_name","pubchem_sid","plantfa_id","abbrev_chains","abbrev_chains_sn","npatlas_id","inchi","chembl_id","dsstox_compound_id","drugbank_id","dsstox_substance_id","np_mrd_id","cmnpd_id","abbrev_bulk","pmhub_id","phytohub_id","smiles","lm_category","lm_main_class","lm_sub_class","lm_class_level4","cf_superclass","cf_class","cf_subclass","cf_direct_parent","massbankname","heavy_atoms","rings","aromatic_rings","molecular_volume","rotatable_bonds","hbond_donors","hbond_acceptors","slogp","smr","tpsa","fsp3_carbons","sp3_carbons"
"42914","10917","L-Carnitine","(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate","","161.105194","C7H15NO3","PHIQHXFUZVPYII-ZCFIWIBFSA-N","","HMDB0000062","16347","C00487","10455","","bmse000211","HMDB","CARNITINE","","Carnitine","312228247","","","","","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1","","","","","NP0001110","","","MS000007672","","C[N+](C)(C)C[C@@H](CC(=O)[O-])O","","","","","Organic nitrogen compounds [C0004707]","Organonitrogen compounds [C0000278]","Quaternary ammonium salts [C0000503]","Carnitines [C0001609]","Carnitine","11","0","0","164.39","4","1","4","-1.24","40.22","60.36","0.86","6"
