"regno","pubchem_cid","name","sys_name","synonyms","exactmass","formula","inchi_key","lm_id","hmdb_id","chebi_id","kegg_id","chemspider_id","metlin_id","bmrb_id","datasource","metacyc_id","abbrev","refmet_name","pubchem_sid","plantfa_id","abbrev_chains","abbrev_chains_sn","npatlas_id","inchi","chembl_id","dsstox_compound_id","drugbank_id","dsstox_substance_id","np_mrd_id","cmnpd_id","abbrev_bulk","pmhub_id","phytohub_id","smiles","lm_category","lm_main_class","lm_sub_class","lm_class_level4","cf_superclass","cf_class","cf_subclass","cf_direct_parent","massbankname","heavy_atoms","rings","aromatic_rings","molecular_volume","rotatable_bonds","hbond_donors","hbond_acceptors","slogp","smr","tpsa","fsp3_carbons","sp3_carbons"
"63334","5328791","alpha-cyano-4-hydroxycinnamic acid","(2E)-2-cyano-3-(4-hydroxyphenyl)prop-2-enoic acid","2-cyano-3-(4-hydroxyphenyl)acrylic acid;CHCA;alpha-Cyano","189.042593","C10H7NO3","AFVLVVWMAFSXCK-VMPITWQZSA-N","","","64340","","","","","CHEBI","","","","312243191","","","","","","","","","","","","","","","c1cc(ccc1/C=C(C#N)/C(=O)O)O","","","","","Phenylpropanoids and polyketides [C0000261]","Cinnamic acids and derivatives [C0000476]","Hydroxycinnamic acids and derivatives [C0001391]","Hydroxycinnamic acids [C0002503]","alpha-cyano-4-hydroxycinnamic acid","14","1","1","177.19","2","2","4","1.38","49.33","81.32","0.00","0"
