"regno","pubchem_cid","name","sys_name","synonyms","exactmass","formula","inchi_key","lm_id","hmdb_id","chebi_id","kegg_id","chemspider_id","metlin_id","bmrb_id","datasource","metacyc_id","abbrev","refmet_name","pubchem_sid","plantfa_id","abbrev_chains","abbrev_chains_sn","npatlas_id","inchi","chembl_id","dsstox_compound_id","drugbank_id","dsstox_substance_id","np_mrd_id","cmnpd_id","abbrev_bulk","pmhub_id","phytohub_id","smiles","lm_category","lm_main_class","lm_sub_class","lm_class_level4","cf_superclass","cf_class","cf_subclass","cf_direct_parent","massbankname","heavy_atoms","rings","aromatic_rings","molecular_volume","rotatable_bonds","hbond_donors","hbond_acceptors","slogp","smr","tpsa","fsp3_carbons","sp3_carbons"
"51705","440015","cis-4-hydroxy-L-proline","(4S)-4-hydroxy-L-proline","(2S,4S)-4-hydroxy-2-pyrrolidinecarboxylic acid;4-cis-L-hydroxyproline;L-allo-hydroxyproline;L-cis-4-hydroxyproline;allo-4-hydroxy-L-proline","131.058243","C5H9NO3","PMMYEEVYMWASQN-IMJSIDKUSA-N","","HMDB0240251","28397","C01015","","","","CHEBI","","","cis-4-Hydroxyproline","312236079","","","","","InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4-/m0/s1","","","","","","","","MS000000303","","C1[C@@H](CN[C@@H]1C(=O)O)O","","","","","Organic acids and derivatives [C0000264]","Carboxylic acids and derivatives [C0000265]","Amino acids, peptides, and analogues [C0000013]","Proline and derivatives [C0004322]","","9","1","0","117.43","1","3","3","-0.35","31.56","69.56","0.80","4"
