"regno","pubchem_cid","name","sys_name","synonyms","exactmass","formula","inchi_key","lm_id","hmdb_id","chebi_id","kegg_id","chemspider_id","metlin_id","bmrb_id","datasource","metacyc_id","abbrev","refmet_name","pubchem_sid","plantfa_id","abbrev_chains","abbrev_chains_sn","npatlas_id","inchi","chembl_id","dsstox_compound_id","drugbank_id","dsstox_substance_id","np_mrd_id","cmnpd_id","abbrev_bulk","pmhub_id","phytohub_id","smiles","lm_category","lm_main_class","lm_sub_class","lm_class_level4","cf_superclass","cf_class","cf_subclass","cf_direct_parent","massbankname","heavy_atoms","rings","aromatic_rings","molecular_volume","rotatable_bonds","hbond_donors","hbond_acceptors","slogp","smr","tpsa","fsp3_carbons","sp3_carbons"
"38219","5281855","Ellagic acid","6,7,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.0^{4,16}.0^{11,15}]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione","","302.006267","C14H6O8","AFSDNFLWKVMVRB-UHFFFAOYSA-N","","HMDB0002899","4775","C10788","4445149","3430","","HMDB","","","Ellagic acid","312226543","","","","NP004650","InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H","","DTXCID60557","","DTXSID2020557","NP0001478","","","MS000000960","PHUB000298","c1c2c3c4c(cc(c(c4oc2=O)O)O)c(=O)oc3c(c1O)O","Polyketides","Tannins","Tannins","","","","","","ellagic acid","22","4","2","228.72","0","4","8","1.24","68.45","137.66","0.00","0"
