"regno","pubchem_cid","name","sys_name","synonyms","exactmass","formula","inchi_key","lm_id","hmdb_id","chebi_id","kegg_id","chemspider_id","metlin_id","bmrb_id","datasource","metacyc_id","abbrev","refmet_name","pubchem_sid","plantfa_id","abbrev_chains","abbrev_chains_sn","npatlas_id","inchi","chembl_id","dsstox_compound_id","drugbank_id","dsstox_substance_id","np_mrd_id","cmnpd_id","abbrev_bulk","pmhub_id","phytohub_id","smiles","lm_category","lm_main_class","lm_sub_class","lm_class_level4","cf_superclass","cf_class","cf_subclass","cf_direct_parent","massbankname"
"148427","1014","N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium","[2-(trimethylazaniumyl)ethoxy]phosphonic acid","Choline, dihydrogen phosphate (ester) (8CI); Ethanaminium, N,N,N-trimethyl-2-(phosphonooxy)-; Phosphocholine cation","184.073870","C5H15NO4P","YHHSONZFOIEMCP-UHFFFAOYSA-O","","HMDB0001565","18132","","","","","","","","","","","","","","InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1","CHEMBL1235161","","DB03945","","NP0000846","","","MS000008346","","C[N+](C)(C)CCOP(=O)(O)O","","","","","Organic nitrogen compounds [C0004707]","Organonitrogen compounds [C0000278]","Quaternary ammonium salts [C0000503]","Cholines [C0001012]","Choline phosphate"
