m/z,Intensity
175.023713911,0.0000000
197.005657911,2.1122494
212.980147911,0.0000000
105.114815075,0.0000000
127.096759075,0.0000000
143.071249075,1.8615119
203.223022856,6806.5948819
225.204966856,0.2570557
241.179456856,0.0000000
162.112469347,0.3836214
184.094413347,0.2577070
200.068903347,0.0873073
146.165173626,2572.7654437
168.147117626,0.0000000
184.121607626,0.0000000
149.044449356,0.2054681
171.026393356,0.0000000
187.000883356,0.0000000
185.081145965,55.9604060
207.063089965,0.6003657
223.037579965,0.9967554
131.129122469,0.0000000
153.111066469,0.7911601
169.085556469,0.2416217
339.070026456,0.0000000
361.051970456,0.0000000
377.026460456,0.0000000
197.066916134,3.9343579
219.048860134,0.0000000
235.023350134,0.3419367
102.054954469,0.0000000
124.036898469,0.0000000
140.011388469,0.1574471
170.092402607,4.4126593
192.074346607,1.5027171
208.048836607,0.0000000
132.076752543,9963.1038198
154.058696543,9.6037309
170.033186543,61.1979151
168.989650877,0.0000000
190.971594877,0.0000000
206.946084877,0.0000000
104.070604534,1.8198935
126.052548534,0.0000000
142.027038534,0.4529256
126.021940263,0.1677283
148.003884263,0.0000000
163.978374263,0.0000000
412.041777079,0.0000000
434.023721079,0.0000000
228.097881911,0.1989543
250.079825911,19.8363499
266.054315911,0.0000000
253.093130883,0.1752389
275.075074883,0.1692720
291.049564883,0.0000000
193.034278595,0.0000000
215.016222595,0.0000000
230.990712595,0.0000000
114.066187858,158.3113460
136.048131858,1.5133436
152.022621858,1.3156838
177.075749485,0.0000000
199.057693485,0.0000000
215.032183485,0.0000000
187.000215561,0.0000000
208.982159561,0.0000000
224.956649561,0.0000000
167.070270181,0.0000000
189.052214181,2.2155370
205.026704181,0.0000000
169.049534736,0.0000000
191.031478736,116.8495029
207.005968736,0.0000000
105.054620117,0.0000000
127.036564117,0.0000000
143.011054117,0.0000000
189.148520503,0.0000000
211.130464503,0.1703024
227.104954503,0.2692896
153.054620117,0.2198833
175.036564117,0.0000000
191.011054117,0.0000000
168.101904663,0.0000000
190.083848663,0.0000000
206.058338663,40.8258307
161.080834865,0.2709099
183.062778865,0.0294944
199.037268865,0.0000000
170.081169218,1.8368098
192.063113218,67.0192863
208.037603218,0.0000000
146.081169218,0.1998704
168.063113218,0.0000000
184.037603218,0.0000000
138.054954469,15.0766472
160.036898469,0.0000000
176.011388469,0.0000000
165.054620117,70.5390542
187.036564117,0.1377751
203.011054117,0.0000000
241.085920245,0.0237103
263.067864245,0.1507745
279.042354245,0.0000000
127.050203441,0.0000000
149.032147441,0.0000000
165.006637441,0.0000000
132.065519153,0.8507878
154.047463153,0.0000000
170.021953153,0.0000000
118.086254598,0.0000000
140.068198598,0.0000000
156.042688598,0.0000000
192.065519153,74.7958119
214.047463153,0.0000000
230.021953153,0.0000000
308.091082453,160.5976381
330.073026453,0.0000000
346.047516453,0.0000000
258.108446595,0.1320993
280.090390595,0.0000000
296.064880595,0.0000000
126.066187858,0.0000000
148.048131858,1.0912179
164.022621858,0.0000000
130.049869089,53.1835614
