m/z,Intensity
175.023713911,0.0000000
197.005657911,5.5609455
212.980147911,0.0000000
105.114815075,0.0000000
127.096759075,0.0000000
143.071249075,1.8946936
203.223022856,2016.7433907
225.204966856,0.1477501
241.179456856,0.0000000
162.112469347,0.1812108
184.094413347,0.0000000
200.068903347,0.0000000
146.165173626,1694.8068807
168.147117626,0.0000000
184.121607626,0.0000000
149.044449356,0.0000000
171.026393356,0.0000000
187.000883356,0.0000000
185.081145965,43.5155410
207.063089965,0.5838796
223.037579965,0.5549961
131.129122469,0.0000000
153.111066469,0.6558954
169.085556469,0.2141455
339.070026456,0.0000000
361.051970456,0.5587178
377.026460456,0.0000000
197.066916134,11.5922984
219.048860134,0.2647591
235.023350134,0.0000000
102.054954469,0.0000000
124.036898469,0.0000000
140.011388469,0.0000000
170.092402607,2.4724384
192.074346607,3.8250814
208.048836607,0.0000000
132.076752543,2768.2096980
154.058696543,3.6617230
170.033186543,14.6365722
168.989650877,0.0000000
190.971594877,0.0000000
206.946084877,0.0000000
104.070604534,1.5538555
126.052548534,0.2925608
142.027038534,5.5704037
126.021940263,0.1954452
148.003884263,0.0000000
163.978374263,0.0000000
412.041777079,0.0000000
434.023721079,0.0000000
228.097881911,0.7664352
250.079825911,49.5584103
266.054315911,0.0000000
253.093130883,0.0037976
275.075074883,0.2584417
291.049564883,0.0000000
193.034278595,0.1192130
215.016222595,0.0000000
230.990712595,0.0000000
114.066187858,54.1649375
136.048131858,0.9023900
152.022621858,0.1341842
177.075749485,0.0000000
199.057693485,0.0000000
215.032183485,0.0000000
187.000215561,0.0000000
208.982159561,0.0000000
224.956649561,0.0000000
167.070270181,0.0000000
189.052214181,5.5791678
205.026704181,0.0000000
169.049534736,0.0000000
191.031478736,191.4858859
207.005968736,0.0000000
105.054620117,0.0000000
127.036564117,0.0000000
143.011054117,0.0000000
189.148520503,0.0000000
211.130464503,0.0000000
227.104954503,0.1805056
153.054620117,0.0000000
175.036564117,0.0000000
191.011054117,0.0000000
168.101904663,0.0000000
190.083848663,0.0000000
206.058338663,30.2257864
161.080834865,0.0462363
183.062778865,0.2001422
199.037268865,0.0000000
170.081169218,2.4999414
192.063113218,106.7192531
208.037603218,0.0000000
146.081169218,0.0000000
168.063113218,0.0000000
184.037603218,0.0230748
138.054954469,3.5276621
160.036898469,0.3924220
176.011388469,0.0000000
165.054620117,93.3691352
187.036564117,0.6447690
203.011054117,0.0000000
241.085920245,0.9863021
263.067864245,0.2516024
279.042354245,0.0000000
127.050203441,0.0000000
149.032147441,0.0000000
165.006637441,0.0000000
132.065519153,0.5027315
154.047463153,0.0000000
170.021953153,0.0661392
118.086254598,0.0975483
140.068198598,0.0000000
156.042688598,0.7400411
192.065519153,116.8895700
214.047463153,0.0000000
230.021953153,0.1484217
308.091082453,112.8783331
330.073026453,2.5372733
346.047516453,0.1303173
258.108446595,0.4395949
280.090390595,0.1624122
296.064880595,0.0000000
126.066187858,0.0000000
148.048131858,1.2530167
164.022621858,0.0000000
130.049869089,24.4261435
152.031813089,0.0000000
168.006303089,0.0000000
132.101904663,0.0000000
154.083848663,0.1911001
170.058338663,36.6907313
137.045786766,0.4537538
159.027730766,0.0000000
175.002220766,0.0000000
277.031909613,0.0000000
299.013853613,0.0000000
314.988343613,0.0000000
204.123034031,0.0000000
226.104978031,0.0000000
242.079468031,0.2361868
164.128119411,0.0000000
186.110063411,0.0000000
202.084553411,0.0000000
268.104029919,5.3157687
290.085973919,1.1840947
306.060463919,0.0000000
428.036691698,0.0000000
147.065184801,514.7893646
169.047128801,0.0000000
185.021618801,0.1959979
159.051266070,0.0000000
181.033210070,0.0000000
197.007700070,3.6427603
261.036994994,0.0719674
283.018938994,0.0000000
298.993428994,0.0000000
147.028799291,0.0000000
169.010743291,0.0000000
184.985233291,0.0000000
189.112134994,0.7110764
211.094078994,5.4215267
227.068568994,0.0000000
123.044055433,13.1105412
145.025999433,0.0000000
161.000489433,0.0000000
119.070270181,0.0000000
141.052214181,0.0000000
157.026704181,0.0000000
89.107324396,0.2928788
111.089268396,0.0684009
127.063758396,0.0000000
89.059705497,0.8956831
111.041649497,0.0000000
127.016139497,0.0000000
404.025458309,0.0000000
426.007402309,0.0000000
441.981892309,0.0000000
190.049869089,2020.0550805
212.031813089,780.9104563
228.006303089,694.5344011
355.102358156,2.2150842
377.084302156,4.1534398
393.058792156,0.0000000
409.294850387,0.0000000
431.276794387,0.0000000
447.251284387,0.0000000
387.362142102,0.0000000
409.344086102,0.0000000
425.318576102,0.0611043
126.031456119,0.2333653
148.013400119,0.0000000
163.987890119,0.0000000
176.102967291,2.3659209
198.084911291,3.1190029
214.059401291,0.0000000
427.095182032,0.0000000
449.077126032,0.0000000
244.092796530,0.0956452
266.074740530,1.1201239
282.049230530,0.0000000
324.059127419,0.0735698
346.041071419,0.0000000
362.015561419,0.0000000
112.050537794,0.5478620
134.032481794,0.0000000
150.006971794,0.0000000
193.070664104,2.1331250
215.052608104,0.0000000
231.027098104,0.0000000
255.065184801,0.3250736
277.047128801,0.0000000
293.021618801,0.0000000
161.092068254,0.0000000
183.074012254,0.0791859
199.048502254,0.0000000
308.064212800,0.0000000
330.046156800,0.0000000
346.020646800,0.0000000
171.005300941,0.0000000
192.987244941,0.0000000
208.961734941,0.0000000
154.086254598,0.4498561
176.068198598,0.1092708
192.042688598,1.2820897
291.086314169,0.2456737
313.068258169,0.0989565
329.042748169,0.0146517
443.097272776,0.0000000
307.081228788,0.1261394
329.063172788,7.3525731
345.037662788,0.0000000
303.013543150,0.0000000
324.995487150,0.0000000
340.969977150,0.0000000
243.101570310,0.0000000
265.083514310,1.3499749
281.058004310,0.0000000
289.070664104,0.1498230
311.052608104,0.0000000
327.027098104,0.0000000
133.049534736,0.2567027
155.031478736,0.7757946
171.005968736,0.0000000
287.055014040,0.0000000
309.036958040,0.0000000
325.011448040,0.0000000
442.146957361,0.1632573
271.060099420,0.0000000
293.042043420,0.0000000
309.016533420,0.0000000
197.065578724,6.8514301
219.047522724,0.1120550
235.022012724,0.0529521
148.060433773,40.5638425
170.042377773,0.0358582
186.016867773,0.1595694
147.076418190,160.3488556
169.058362190,0.2933815
