m/z,Intensity
175.023713911,0.0000000
197.005657911,2.1272603
212.980147911,0.0000000
105.114815075,0.0000000
127.096759075,0.0000000
143.071249075,1.9219816
203.223022856,7373.3497014
225.204966856,0.1206622
241.179456856,0.0000000
162.112469347,0.0000000
184.094413347,0.2059950
200.068903347,0.0930686
146.165173626,2671.8420470
168.147117626,0.0000000
184.121607626,0.1228809
149.044449356,0.0000000
171.026393356,0.0000000
187.000883356,0.0000000
185.081145965,58.8559235
207.063089965,0.1899020
223.037579965,0.6010329
131.129122469,0.0000000
153.111066469,0.2970257
169.085556469,0.4180338
339.070026456,0.0000000
361.051970456,0.0000000
377.026460456,0.0000000
197.066916134,6.0518093
219.048860134,0.0000000
235.023350134,0.2981797
102.054954469,0.4116455
124.036898469,0.0000000
140.011388469,0.0000000
170.092402607,4.3969429
192.074346607,0.3312602
208.048836607,0.0000000
132.076752543,5245.3208727
154.058696543,2.1611331
170.033186543,25.2952548
168.989650877,0.0000000
190.971594877,0.0000000
206.946084877,0.0000000
104.070604534,1.0334477
126.052548534,0.0000000
142.027038534,0.8197343
126.021940263,0.0000000
148.003884263,0.1584644
163.978374263,0.1220831
412.041777079,0.0000000
434.023721079,0.0000000
228.097881911,0.3229918
250.079825911,25.6901359
266.054315911,0.0000000
253.093130883,0.2639395
275.075074883,0.0000000
291.049564883,0.0000000
193.034278595,0.0000000
215.016222595,0.0000000
230.990712595,0.0000000
114.066187858,99.1473515
136.048131858,0.6122318
152.022621858,0.3980766
177.075749485,0.0000000
199.057693485,0.0000000
215.032183485,0.0000000
187.000215561,0.0000000
208.982159561,0.0000000
224.956649561,0.0000000
167.070270181,0.1681391
189.052214181,1.3538564
205.026704181,0.0389155
169.049534736,0.0000000
191.031478736,116.9128671
207.005968736,0.0000000
105.054620117,0.0000000
127.036564117,0.0000000
143.011054117,0.0000000
189.148520503,0.0000000
211.130464503,0.0000000
227.104954503,0.3308985
153.054620117,0.0016459
175.036564117,0.0000000
191.011054117,0.0000000
168.101904663,0.0000000
190.083848663,0.1017624
206.058338663,44.1947282
161.080834865,0.6969460
183.062778865,0.1484135
199.037268865,0.1647605
170.081169218,0.8523597
192.063113218,67.0384177
208.037603218,0.1045834
146.081169218,0.0000000
168.063113218,0.0389831
184.037603218,0.0176030
138.054954469,20.3316393
160.036898469,0.1378923
176.011388469,0.0000000
165.054620117,83.0361330
187.036564117,0.0000000
203.011054117,0.0000000
241.085920245,0.4601568
263.067864245,0.0915047
279.042354245,0.0000000
127.050203441,0.0000000
149.032147441,0.0000000
165.006637441,0.0000000
132.065519153,0.2445423
154.047463153,0.0000000
170.021953153,0.0000000
118.086254598,0.1780168
140.068198598,0.0000000
156.042688598,0.1429865
192.065519153,75.9098473
214.047463153,0.0877859
230.021953153,0.0000000
308.091082453,146.2156302
330.073026453,0.0000000
346.047516453,0.1721147
258.108446595,0.6132375
280.090390595,0.1680825
296.064880595,0.0000000
126.066187858,0.0000000
148.048131858,1.1021724
164.022621858,0.0000000
130.049869089,50.8409930
152.031813089,0.0000000
168.006303089,0.0000000
132.101904663,0.0533246
154.083848663,0.0000000
170.058338663,49.5289427
137.045786766,0.0154455
159.027730766,0.1829524
175.002220766,0.0000000
277.031909613,0.0000000
299.013853613,0.0000000
314.988343613,0.0000000
204.123034031,0.0669604
226.104978031,0.0000000
242.079468031,0.1459559
164.128119411,0.0000000
186.110063411,0.1233369
202.084553411,0.0000000
268.104029919,31.9389648
290.085973919,0.6293383
306.060463919,0.0000000
428.036691698,0.0000000
147.065184801,510.0631348
169.047128801,0.0000000
185.021618801,0.0000000
159.051266070,0.0000000
181.033210070,0.0000000
197.007700070,1.3779382
261.036994994,0.0358905
283.018938994,0.0000000
298.993428994,0.0000000
147.028799291,0.0000000
169.010743291,0.0000000
184.985233291,0.0000000
189.112134994,1.2190990
211.094078994,3.9255917
227.068568994,0.0404601
123.044055433,9.7276260
145.025999433,0.0225838
161.000489433,0.0000000
119.070270181,0.6190958
141.052214181,0.0000000
157.026704181,0.0000000
89.107324396,0.8905858
111.089268396,0.1678906
127.063758396,0.0000000
89.059705497,0.3953591
111.041649497,0.0000000
127.016139497,0.0000000
404.025458309,0.0000000
426.007402309,0.0000000
441.981892309,0.0000000
190.049869089,1690.6694905
212.031813089,956.4195871
228.006303089,739.3890343
355.102358156,3.7613869
377.084302156,0.3470221
393.058792156,0.0453316
409.294850387,0.0000000
431.276794387,0.0000000
447.251284387,0.0000000
387.362142102,0.0000000
409.344086102,0.0000000
425.318576102,0.0766685
126.031456119,0.0000000
148.013400119,0.0000000
163.987890119,0.0000000
176.102967291,6.5449478
198.084911291,3.9880993
214.059401291,0.0423226
427.095182032,0.0000000
449.077126032,0.0000000
244.092796530,0.0000000
266.074740530,0.2199918
282.049230530,0.0000000
324.059127419,0.0000000
346.041071419,0.0000000
362.015561419,0.0000000
112.050537794,0.1198739
134.032481794,0.0000000
150.006971794,0.0000000
193.070664104,2.0613900
215.052608104,0.1307734
231.027098104,0.0000000
255.065184801,0.0000000
277.047128801,0.0000000
293.021618801,0.0000000
161.092068254,0.0000000
183.074012254,0.4443868
199.048502254,0.0000000
308.064212800,0.0000000
330.046156800,0.0000000
346.020646800,0.0000000
171.005300941,0.0000000
192.987244941,0.0000000
208.961734941,0.0000000
154.086254598,0.0000000
176.068198598,0.2291583
192.042688598,0.6387545
291.086314169,0.4174398
313.068258169,0.0000000
329.042748169,0.0070948
443.097272776,0.0000000
307.081228788,0.2282691
329.063172788,0.1256614
345.037662788,0.0000000
303.013543150,0.0000000
324.995487150,0.0000000
340.969977150,0.0000000
243.101570310,0.0000000
265.083514310,0.8619448
281.058004310,0.0000000
289.070664104,0.0649699
311.052608104,0.0000000
327.027098104,0.0000000
133.049534736,0.2770190
155.031478736,0.1399132
171.005968736,0.0000000
287.055014040,0.0000000
309.036958040,0.0000000
325.011448040,0.0000000
442.146957361,0.0000000
271.060099420,0.0000000
293.042043420,0.0000000
309.016533420,0.0000000
197.065578724,4.0152883
219.047522724,0.0000000
235.022012724,0.3717484
148.060433773,51.9066971
170.042377773,0.0223555
186.016867773,0.0000000
147.076418190,271.2536665
169.058362190,0.4620755
185.032852190,0.8831659
76.039304405,0.4360808
98.021248405,0.0000000
113.995738405,0.0000000
152.056685803,0.0433442
174.038629803,0.0000000
190.013119803,0.0000000
284.098944539,0.6282783
306.080888539,0.3475450
322.055378539,0.0000000
444.031606318,0.0000000
364.065275428,0.0000000
386.047219428,0.0000000
402.021709428,0.0000000
179.055014040,0.2474571
201.036958040,0.0000000
217.011448040,0.0000000
303.086314169,0.0430914
325.068258169,0.0000000
341.042748169,0.0000000
112.086923303,0.0000000
134.068867303,0.2515092
150.043357303,0.0000000
156.076752543,145.1013846
178.058696543,0.0000000
194.033186543,0.0000000
190.118617355,390.7753323
212.100561355,0.3597979
228.075051355,0.2490050
393.299935767,39.7018161
415.281879767,0.0000000
431.256369767,0.0000000
110.027025644,0.0000000
132.008969644,0.0000000
147.983459644,0.0000000
176.070604534,0.1649477
198.052548534,0.4161772
214.027038534,0.0000000
269.088045502,0.0971781
291.069989502,0.0000000
307.044479502,0.0000000
349.054376392,0.0000000
371.036320392,0.2806351
387.010810392,0.0000000
131.033884672,0.0000000
153.015828672,0.0000000
168.990318672,0.0000000
211.132870439,0.0000000
233.114814439,0.6693702
249.089304439,0.6757002
90.054954469,138.2412504
112.036898469,0.0000000
128.011388469,0.0000000
175.118951708,109.0081115
197.100895708,517.8699585
213.075385708,0.0966447
133.060768125,2.7223242
155.042712125,0.0000000
171.017202125,0.0000000
134.044783708,0.6436988
156.026727708,0.0000000
172.001217708,0.0000000
170.011769502,0.0000000
191.993713502,0.0000000
207.968203502,0.0000000
241.031125223,0.0000000
263.013069223,0.0000000
278.987559223,0.0000000
136.042675708,0.0000000
158.024619708,0.0000000
173.999109708,0.0000000
120.065519153,0.0000000
142.047463153,0.0000000
158.021953153,0.0000000
281.247506271,0.0000000
303.229450271,0.0000000
319.203940271,0.4882504
147.112803699,172.9733630
169.094747699,0.1861772
185.069237699,20.5593205
166.086254598,0.3352736
188.068198598,1.5559708
204.042688598,0.0519095
116.070604534,0.2458513
138.052548534,15.2374071
154.027038534,0.6033091
106.049869089,0.0000000
128.031813089,0.0000000
144.006303089,0.0000000
182.081169218,18.7060260
204.063113218,22.3834905
220.037603218,0.0000000
263.055014040,0.2716846
285.036958040,0.0000000
301.011448040,0.0000000
117.018234607,0.0000000
139.000178607,0.0000000
154.974668607,0.0000000
233.128453764,8.4701751
255.110397764,0.7164822
271.084887764,0.1193260
319.044843279,0.0000000
341.026787279,0.0000000
357.001277279,0.0000000
229.216206142,0.0000000
251.198150142,0.1676894
267.172640142,0.0000000
287.244152224,0.2279647
309.226096224,0.0501609
325.200586224,0.0000000
230.186302994,0.0784355
252.168246994,0.0000000
268.142736994,0.1978991
245.233587540,0.0000000
267.215531540,0.1644100
283.190021540,0.0987873
188.175738310,6.8993039
210.157682310,0.0862921
226.132172310,0.0000000
175.071332809,0.0389361
197.053276809,0.2541333
213.027766809,2.0623670
176.055348392,0.6675545
198.037292392,0.0007176
214.011782392,0.1223196
305.097941481,2.7881061
327.079885481,0.0915208
343.054375481,0.0000000
164.037590328,0.0000000
186.019534328,0.0000000
201.994024328,0.0000000
190.070998457,1.8650567
212.052942457,0.0000000
228.027432457,0.0000000
118.049869089,0.0000000
140.031813089,0.0000000
156.006303089,0.0000000
174.112469347,0.0249371
196.094413347,8160.1911448
212.068903347,0.2822497
192.068890457,41.9906423
214.050834457,0.0461288
230.025324457,0.0000000
310.113257193,0.1378576
332.095201193,0.4896061
348.069691193,0.3523032
208.096819282,1.3466264
230.078763282,0.1106683
246.053253282,3.9223672
158.081169218,3566.0419528
180.063113218,1.0992196
196.037603218,15.5603359
224.091733902,1.4579309
246.073677902,0.7632984
262.048167902,1.3901257
160.096819282,23.3514929
182.078763282,4.1970227
198.053253282,0.5159624
273.075749485,0.0000000
295.057693485,0.0000000
311.032183485,0.0000000
124.039304405,0.0000000
146.021248405,0.0000000
161.995738405,0.0000000
181.060768125,0.0377784
203.042712125,0.0000000
219.017202125,0.0000000
137.070938886,0.1782748
159.052882886,0.0000000
175.027372886,0.0000000
136.112075423,0.0000000
158.094019423,0.0000000
174.068509423,0.4928298
162.076083837,0.3993328
184.058027837,0.2037692
200.032517837,0.0000000
426.357784998,0.0183750
448.339728998,0.0000000
257.247506271,0.0000000
279.229450271,0.0000000
295.203940271,0.0000000
400.342134933,0.0173877
422.324078933,0.0000000
438.298568933,0.1359615
194.081169218,18.2399419
216.063113218,9.6846615
232.037603218,0.0000000
142.026370739,0.8854407
164.008314739,0.0000000
179.982804739,0.0061644
130.086254598,15.7814049
152.068198598,0.5761999
168.042688598,1.2068185
155.033884672,0.4944102
177.015828672,0.0000000
192.990318672,0.0000000
245.076812113,0.0000000
267.058756113,0.0000000
283.033246113,0.0000000
313.104364272,0.2055847
335.086308272,0.0519254
351.060798272,0.0447099
123.055288822,6.4661647
145.037232822,0.0000000
161.011722822,0.0000000
168.065519153,0.1726085
190.047463153,1491.8185074
206.021953153,0.0000000
303.049928659,0.0000000
325.031872659,0.0000000
341.006362659,0.0000000
174.054954469,7.9692159
196.036898469,33.2313082
212.011388469,0.0000000
168.029133644,0.0000000
190.011077644,0.0000000
205.985567644,0.0000000
229.085920245,0.1482883
251.067864245,0.0000000
267.042354245,0.0000000
153.075749485,0.4259621
175.057693485,2.0195393
191.032183485,126.6503832
231.026430310,0.0000000
253.008374310,0.0000000
268.982864310,0.0000000
361.091793472,0.2915626
383.073737472,0.0000000
399.048227472,0.0000000
399.144515008,0.0000000
421.126459008,0.0000000
437.100949008,0.0000000
203.127785058,0.0000000
225.109729058,0.0991298
241.084219058,0.2282176
291.047559678,0.0000000
313.029503678,0.0000000
329.003993678,0.0000000
175.060099420,1.0552787
197.042043420,0.6736489
213.016533420,0.0000000
183.086314169,2.6935805
205.068258169,0.3229860
221.042748169,0.0000000
428.373435062,0.0000000
343.123487524,0.1040951
365.105431524,0.0000000
381.079921524,0.0834659
199.060099420,0.0634836
221.042043420,0.0000000
237.016533420,0.0000000
168.043738336,0.8481827
190.025682336,0.0148064
206.000172336,1.1245869
305.065578724,0.0599895
327.047522724,0.0998377
343.022012724,0.0000000
266.119583360,0.2109047
288.101527360,0.1004391
304.076017360,0.0000000
426.052245138,0.0000000
448.034189138,0.0000000
149.059705497,1.0140761
171.041649497,0.1295491
187.016139497,0.0000000
220.119286061,0.1504178
242.101230061,0.0000000
258.075720061,0.0644160
205.097153635,120.1158242
227.079097635,21.4007438
243.053587635,90.5091932
138.091339979,0.0000000
160.073283979,11.9453712
176.047773979,0.0000000
139.050203441,0.0000000
161.032147441,0.0000000
177.006637441,0.0000000
136.061771183,1.2457856
158.043715183,0.0862999
174.018205183,0.0000000
177.039363975,0.0000000
199.021307975,0.0000000
214.995797975,0.0000000
153.040701386,0.0000000
175.022645386,0.0000000
190.997135386,0.0000000
206.044783708,4.1333834
228.026727708,0.0000000
244.001217708,0.1684300
167.055014040,0.0000000
189.036958040,1.8964492
205.011448040,0.0000000
