m/z,Intensity
175.023713911,0.0000000
197.005657911,2.7002099
212.980147911,0.0000000
105.114815075,0.0046028
127.096759075,0.0000000
143.071249075,1.8303595
203.223022856,3414.2363191
225.204966856,0.0286750
241.179456856,0.0000000
162.112469347,0.2286473
184.094413347,0.2217150
200.068903347,0.0363159
146.165173626,3698.8936473
168.147117626,0.1476198
184.121607626,0.0196631
149.044449356,0.0123691
171.026393356,0.0000000
187.000883356,0.0000000
185.081145965,62.3387780
207.063089965,0.2096639
223.037579965,0.4980568
131.129122469,0.0074128
153.111066469,0.5007420
169.085556469,0.1018534
339.070026456,0.0000000
361.051970456,0.0076745
377.026460456,0.0000000
197.066916134,5.6071429
219.048860134,0.0157298
235.023350134,0.2182194
102.054954469,0.2625769
124.036898469,0.0026015
140.011388469,0.0000000
170.092402607,5.0432585
192.074346607,0.8276902
208.048836607,0.0000000
132.076752543,4048.0238920
154.058696543,1.7514935
170.033186543,14.9807577
168.989650877,0.0000000
190.971594877,0.0000000
206.946084877,0.0000000
104.070604534,14.9588096
126.052548534,0.0242595
142.027038534,1.1962293
126.021940263,0.0602717
148.003884263,0.0234747
163.978374263,0.0334487
412.041777079,0.0000000
434.023721079,0.0000000
228.097881911,0.2222724
250.079825911,21.7522325
266.054315911,0.0000000
253.093130883,0.1665947
275.075074883,0.0012928
291.049564883,0.0000000
193.034278595,0.0187145
215.016222595,0.0106208
230.990712595,0.0000000
114.066187858,69.2214723
136.048131858,0.5279396
152.022621858,0.3974359
177.075749485,0.0196503
199.057693485,0.0000000
215.032183485,0.0000000
187.000215561,0.0000000
208.982159561,0.0000000
224.956649561,0.0000000
167.070270181,0.2340631
189.052214181,2.7162290
205.026704181,0.0000000
169.049534736,0.0000000
191.031478736,109.0666347
207.005968736,0.0000000
105.054620117,0.0000000
127.036564117,0.0000000
143.011054117,0.0000000
189.148520503,0.0000000
211.130464503,0.0311485
227.104954503,6.4439996
153.054620117,0.1196491
175.036564117,0.0753041
191.011054117,0.0000000
168.101904663,0.0792724
190.083848663,0.1170731
206.058338663,29.6736576
161.080834865,0.1585617
183.062778865,0.0569066
199.037268865,0.0074130
170.081169218,1.3888619
192.063113218,64.7057720
208.037603218,0.0000000
146.081169218,0.3010414
168.063113218,0.0255776
184.037603218,0.1047395
138.054954469,11.7314925
160.036898469,0.0575831
176.011388469,0.0247491
165.054620117,86.6660960
187.036564117,0.2278770
