m/z,Intensity
175.023713911,0.0000000
197.005657911,2.8488278
212.980147911,0.0000000
105.114815075,0.0000000
127.096759075,0.0000000
143.071249075,1.4785882
203.223022856,13088.3116360
225.204966856,0.6842363
241.179456856,0.0000000
162.112469347,0.3751355
184.094413347,0.4132909
200.068903347,0.0000000
146.165173626,1434.6445362
168.147117626,0.0000000
184.121607626,0.1162257
149.044449356,0.0000000
171.026393356,0.0000000
187.000883356,0.0000000
185.081145965,47.6537594
207.063089965,0.1703482
223.037579965,0.1645718
131.129122469,0.0000000
153.111066469,0.1501970
169.085556469,0.0000000
339.070026456,0.0000000
361.051970456,0.0000000
377.026460456,0.0000000
197.066916134,5.6744854
219.048860134,0.0000000
235.023350134,0.2114822
102.054954469,0.0000000
124.036898469,0.0000000
140.011388469,0.0000000
170.092402607,7.9694685
192.074346607,1.8375614
208.048836607,0.0000000
132.076752543,6219.9901821
154.058696543,2.2147205
170.033186543,22.8019362
168.989650877,0.0000000
190.971594877,0.0000000
206.946084877,0.0000000
104.070604534,3.9085561
126.052548534,0.0000000
142.027038534,1.7840588
126.021940263,0.1261634
148.003884263,0.0000000
163.978374263,0.2536535
412.041777079,0.0000000
434.023721079,0.0000000
228.097881911,0.2801796
250.079825911,25.0300727
266.054315911,0.0000000
253.093130883,0.3338910
275.075074883,0.0000000
291.049564883,0.0000000
193.034278595,0.0000000
215.016222595,0.0000000
230.990712595,0.0000000
114.066187858,87.2593315
136.048131858,0.6778966
152.022621858,0.0678360
177.075749485,0.0780898
199.057693485,0.0000000
215.032183485,0.0000000
187.000215561,0.0000000
208.982159561,0.0000000
224.956649561,0.0000000
167.070270181,0.2309061
189.052214181,2.4267806
205.026704181,0.0495504
169.049534736,0.1130566
191.031478736,113.3267769
207.005968736,0.0000000
105.054620117,0.1721467
127.036564117,0.0000000
143.011054117,0.0000000
189.148520503,0.0000000
211.130464503,0.0000000
227.104954503,0.6966454
153.054620117,0.1462411
175.036564117,0.1857305
191.011054117,0.0000000
168.101904663,0.0000000
190.083848663,0.0000000
206.058338663,27.3719145
161.080834865,0.0360389
183.062778865,0.0000000
199.037268865,0.0000000
170.081169218,0.9199367
192.063113218,79.2500686
208.037603218,0.0000000
146.081169218,0.1638786
168.063113218,0.0000000
184.037603218,0.0177264
138.054954469,2.1266256
160.036898469,0.1332421
176.011388469,0.0000000
165.054620117,79.8900802
187.036564117,0.1787759
203.011054117,0.0000000
241.085920245,0.3953537
263.067864245,0.0000000
279.042354245,0.0000000
127.050203441,0.0000000
149.032147441,0.0000000
165.006637441,0.0000000
132.065519153,0.8488310
154.047463153,0.0000000
170.021953153,0.0462680
118.086254598,0.0000000
140.068198598,0.0000000
156.042688598,0.1524809
192.065519153,90.9932930
214.047463153,0.0248690
230.021953153,0.1363643
308.091082453,170.2260848
330.073026453,0.1146402
346.047516453,0.2274694
258.108446595,0.6176385
280.090390595,0.3025574
296.064880595,0.0000000
126.066187858,0.0000000
148.048131858,0.8882677
164.022621858,0.0000000
130.049869089,41.1637871
152.031813089,0.0000000
168.006303089,0.0000000
132.101904663,0.0000000
154.083848663,0.0000000
170.058338663,63.2684299
137.045786766,1.0226678
159.027730766,0.0000000
175.002220766,0.0000000
277.031909613,0.0000000
299.013853613,0.0000000
314.988343613,0.0000000
204.123034031,0.1361500
226.104978031,0.1928867
242.079468031,0.6995166
164.128119411,0.0000000
186.110063411,0.1031289
202.084553411,0.1156480
268.104029919,149.8020402
290.085973919,0.4796352
306.060463919,0.0000000
428.036691698,0.0000000
147.065184801,481.2868554
169.047128801,0.1581391
185.021618801,0.1291608
159.051266070,0.0000000
181.033210070,0.0000000
197.007700070,2.0546628
261.036994994,0.0000000
