"regno","pubchem_cid","name","sys_name","synonyms","exactmass","formula","inchi_key","lm_id","hmdb_id","chebi_id","kegg_id","chemspider_id","metlin_id","bmrb_id","datasource","metacyc_id","abbrev","refmet_name","pubchem_sid","plantfa_id","abbrev_chains","abbrev_chains_sn","npatlas_id","inchi","chembl_id","dsstox_compound_id","drugbank_id","dsstox_substance_id","np_mrd_id","cmnpd_id","abbrev_bulk","pmhub_id","phytohub_id","smiles","lm_category","lm_main_class","lm_sub_class","lm_class_level4","cf_superclass","cf_class","cf_subclass","cf_direct_parent","massbankname","heavy_atoms","rings","aromatic_rings","molecular_volume","rotatable_bonds","hbond_donors","hbond_acceptors","slogp","smr","tpsa","fsp3_carbons","sp3_carbons"
"38262","1794427","Chlorogenic acid","(1S,3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,4,5-trihydroxycyclohexane-1-carboxylic acid","","354.095082","C16H18O9","CWVRJTMFETXNAD-JUHZACGLSA-N","","HMDB0003164","16112","C00852","1405788","3498","bmse000387","HMDB","","","Chlorogenic acid","312226580","","","","","InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1","","DTXCID80809715","","","NP0000578","","","MS000000703","","c1cc(c(cc1/C=C/C(=O)O[C@@H]1C[C@@](C[C@H]([C@H]1O)O)(C(=O)O)O)O)O","","","","","Organic oxygen compounds [C0004603]","Organooxygen compounds [C0000323]","Alcohols and polyols [C0000129]","Quinic acids and derivatives [C0002512]","Chlorogenate","25","2","1","313.01","5","6","9","0.50","84.57","164.75","0.38","6"
