m/z,Intensity
175.023713911,0.0000000
197.005657911,2.6396148
212.980147911,0.0000000
105.114815075,0.0167464
127.096759075,0.0000000
143.071249075,3.6529861
203.223022856,5546.1293551
225.204966856,0.0461224
241.179456856,0.1044251
162.112469347,0.0210377
184.094413347,0.1196075
200.068903347,0.0918649
146.165173626,1501.5625048
168.147117626,0.0000000
184.121607626,0.0000000
149.044449356,0.0000000
171.026393356,0.0000000
187.000883356,0.0000000
185.081145965,57.6289141
207.063089965,0.7171217
223.037579965,0.9673985
131.129122469,0.0885706
153.111066469,0.0881553
169.085556469,0.1983670
339.070026456,0.0000000
361.051970456,0.0000000
377.026460456,0.0000000
197.066916134,7.6895729
219.048860134,0.0000000
235.023350134,0.5065258
102.054954469,0.0000000
124.036898469,0.0000000
140.011388469,0.0000000
170.092402607,6.2572190
192.074346607,1.2093658
208.048836607,0.0000000
132.076752543,5600.9153379
154.058696543,5.9186927
170.033186543,42.3431725
168.989650877,0.0000000
190.971594877,0.0000000
206.946084877,0.0000000
104.070604534,4.4232926
126.052548534,0.1864059
142.027038534,2.3027476
126.021940263,0.1416132
148.003884263,0.0000000
163.978374263,0.4168091
412.041777079,0.0000000
434.023721079,0.0000000
228.097881911,0.3097003
250.079825911,27.5731723
266.054315911,0.0000000
253.093130883,0.0071966
275.075074883,0.0073296
291.049564883,0.0000000
193.034278595,0.0000000
215.016222595,0.0000000
230.990712595,0.0000000
114.066187858,104.3892569
136.048131858,1.4986672
152.022621858,2.9455798
177.075749485,0.0746361
199.057693485,0.0000000
215.032183485,0.0000000
187.000215561,0.0000000
208.982159561,0.0000000
224.956649561,0.0000000
167.070270181,0.0000000
189.052214181,1.9156748
205.026704181,0.0000000
169.049534736,0.0000000
191.031478736,132.3675077
207.005968736,0.0000000
105.054620117,0.0000000
127.036564117,0.0000000
143.011054117,0.0000000
189.148520503,0.0000000
211.130464503,0.0000000
227.104954503,1.5962645
153.054620117,0.1855643
175.036564117,0.0000000
191.011054117,0.0000000
168.101904663,0.0000000
190.083848663,0.0099851
206.058338663,66.6622588
161.080834865,0.0666595
183.062778865,0.0000000
199.037268865,0.0000000
170.081169218,1.4765279
192.063113218,83.3333928
208.037603218,0.0659104
146.081169218,0.0000000
168.063113218,0.0000000
184.037603218,0.4523062
138.054954469,2.1935946
160.036898469,0.1761284
176.011388469,0.0000000
165.054620117,78.9578402
187.036564117,0.9617488
203.011054117,0.0000000
241.085920245,0.1144413
263.067864245,0.2154615
279.042354245,0.0000000
127.050203441,0.0000000
149.032147441,0.0000000
165.006637441,0.0000000
132.065519153,0.1409590
154.047463153,0.0000000
170.021953153,0.0000000
118.086254598,0.0842505
140.068198598,0.0000000
156.042688598,0.3990539
192.065519153,95.9100777
214.047463153,0.1950790
230.021953153,0.1098563
308.091082453,101.4778760
330.073026453,0.9008193
346.047516453,0.2281638
258.108446595,0.4570222
280.090390595,0.2493215
296.064880595,0.0000000
126.066187858,0.0000000
148.048131858,1.4171492
164.022621858,0.0000000
130.049869089,30.2744393
152.031813089,0.1339018
168.006303089,0.0000000
132.101904663,0.0000000
154.083848663,0.1886084
170.058338663,63.7122451
137.045786766,0.0664536
159.027730766,0.0000000
175.002220766,0.0000000
277.031909613,0.0000000
299.013853613,0.0000000
314.988343613,0.0000000
204.123034031,0.2443670
226.104978031,0.0515106
242.079468031,0.6496565
164.128119411,0.0000000
186.110063411,0.3003840
202.084553411,0.0184745
268.104029919,77.1169337
290.085973919,0.8553825
306.060463919,0.0000000
428.036691698,0.0000000
147.065184801,513.5824316
169.047128801,0.0000000
185.021618801,0.0920338
159.051266070,0.0000000
181.033210070,0.0132277
197.007700070,1.7819093
261.036994994,0.0000000
283.018938994,0.0000000
298.993428994,0.0000000
147.028799291,0.0000000
169.010743291,0.0000000
184.985233291,0.0000000
189.112134994,0.3533770
211.094078994,4.4915234
227.068568994,0.0000000
123.044055433,16.0948137
145.025999433,0.5098025
161.000489433,0.0000000
119.070270181,0.1761588
141.052214181,0.0000000
157.026704181,0.0000000
89.107324396,0.1820051
111.089268396,0.0517838
127.063758396,0.0000000
89.059705497,0.2428359
111.041649497,0.0000000
127.016139497,0.0000000
404.025458309,0.0000000
426.007402309,0.0000000
441.981892309,0.0000000
190.049869089,1763.5964426
212.031813089,1240.4774238
228.006303089,989.5435049
355.102358156,3.0013951
377.084302156,0.3223517
393.058792156,0.0639473
409.294850387,0.0000000
431.276794387,0.0000000
447.251284387,0.0000000
387.362142102,0.0000000
409.344086102,0.1025925
425.318576102,0.0000000
126.031456119,0.0000000
148.013400119,0.0000000
163.987890119,0.0000000
176.102967291,2.5656353
198.084911291,4.2201205
214.059401291,0.0000000
427.095182032,0.0000000
449.077126032,0.0000000
244.092796530,0.4178244
266.074740530,0.5414457
282.049230530,0.1783522
324.059127419,0.0000000
346.041071419,0.0000000
362.015561419,0.0000000
112.050537794,0.1904833
134.032481794,0.0000000
150.006971794,0.0000000
193.070664104,2.4815529
215.052608104,0.0000000
231.027098104,0.0000000
255.065184801,0.0154377
277.047128801,0.0000000
293.021618801,0.0000000
161.092068254,0.2735423
183.074012254,0.1868500
199.048502254,0.0000000
308.064212800,0.0000000
330.046156800,0.0000000
346.020646800,0.0000000
171.005300941,0.0000000
192.987244941,0.0000000
208.961734941,0.0000000
154.086254598,0.0473160
176.068198598,0.4252448
192.042688598,1.1428866
291.086314169,0.1478905
313.068258169,0.0000000
329.042748169,0.0000000
443.097272776,0.0000000
307.081228788,0.0048722
329.063172788,4.7612029
345.037662788,0.0000000
303.013543150,0.0000000
324.995487150,0.0326123
340.969977150,0.0000000
243.101570310,0.0000000
265.083514310,0.3075262
281.058004310,0.0000000
289.070664104,0.0000000
311.052608104,0.0000000
327.027098104,0.0000000
133.049534736,0.5687963
155.031478736,0.4740176
171.005968736,0.0000000
287.055014040,0.0000000
309.036958040,0.0000000
325.011448040,0.0000000
442.146957361,0.0000000
271.060099420,0.0000000
293.042043420,0.0000000
309.016533420,0.0000000
197.065578724,4.8908956
219.047522724,0.0000000
235.022012724,0.6314684
148.060433773,67.8564783
170.042377773,0.0874103
186.016867773,0.0983009
147.076418190,183.4226492
169.058362190,0.7895943
185.032852190,5.9639447
76.039304405,0.0000000
98.021248405,0.0000000
113.995738405,0.0000000
152.056685803,0.1580140
174.038629803,0.0000000
190.013119803,0.0128168
284.098944539,1.0622210
306.080888539,0.1698210
322.055378539,0.0000000
444.031606318,0.0000000
364.065275428,0.0000000
386.047219428,0.0000000
402.021709428,0.0000000
179.055014040,0.0000000
